SubcategoryId	Benaming
3	Permanente vorming mentoropleiding
3	Permanente vorming mentorschap
3	Permanente vorming mentorschip
3	Permanente vorming mentorship
91	Permanente vorming met getuigschrift relaxatietherapie bij kinderen en volwassenen
91	Permanente vorming mondzorg
91	Permanente vorming nefrologische verpleging
91	Permanente vorming neuroligisch onderzoek
91	Permanente vorming Neurologische Zorg
91	Permanente vorming Neurovasculaire : beroertezorg
91	Permanente vorming 'Neurovasculaire zorg '
91	Permanente vorming neuroverpleegkundige
91	Permanente vorming nutritie
91	Permanente vorming 'Nutritie'
91	Permanente vorming Oftalmologie
91	Permanente vorming oncologische zorg module 1
91	Permanente vorming oncologische zorg module 2
91	Permanente vorming oncologische zorg module 3
91	Permanente vorming operatiezaalverpleegkunde en/of chirurgisch dagcentrum
91	Permanente vorming Operatiezaalverpleegkunde/chirurgisch dagcentrum
91	Permanente vorming operatiezaalverpleegkunde/chirurgisch dagcentrum: module 1, 2 en 3
91	Permanente vorming operatiezaalverpleegkundige en/of chirurgisch dagcentrum
91	Permanente vorming operatiezaalverpleegkundige/ chirurgisch dagcentrum
91	Permanente vorming operatiezaalverpleegkundige/chirurgisch dagcentrum
91	Permanente vorming opleiding stagementor zorgkundigen
91	Permanente vorming orgaantransplantatie
91	Permanente vorming orthopedie
91	Permanente vorming palliatieve zorg
91	Permanente vorming palliatieve zorg – 
91	Permanente vorming pediatrie en neonatologie module 1
91	Permanente vorming pediatrie en neonatologie module 1A
91	Permanente vorming pediatrie en neonatologie module 2
91	Permanente vorming pediatrie en neonatologie module 3
91	Permanente vorming pediatrie en neonatologie module 3A
91	Permanente vorming pneumologie
84	Permanente vorming proefdierkunde
31	permanente vorming Psychoanalystische Therapie met kinderen en jongeren van Freudiaans-Lacaniaans perspectief
31	Permanente vorming psychoanalystische therapie met kinderen en jongeren vanuit Freudiaans-Lacaniaans perspectief
31	Permanente vorming Psychoanalytische therapie met kinderen en jongeren van Freudiaans - Lacaniaans perspectief
31	Permanente vorming Psychoanalytische Therapie met kinderen en jongeren vanuit Freudiaans – Lacaniaans perspectief 
31	permanente vorming Psychoanalytische Therapie met kinderen en jongeren vanuit Freudiaans perspectief
31	Permanente vorming Psychoanalytische therapie met kinderen en jongeren vanuit Freudiaans-Lacaniaans perspectief
31	permanente vorming psychoanalytische therapie met volwassenen en jongeren vanuit freudiaans-lacaniaans perspectief
31	Permanente Vorming Psychoanalytische therapie met volwassenen vanuit Freudiaans- Lacaniaans perspectief
31	permanente vorming Psychoanalytische Therapie met volwassenen vanuit Freudiaans-Lacaniaans perspectief
31	Permanente vorming Psychoannalytische Therapie met kinderen en jongeren vanuit Freudiaans-Lacaniaans perspectief
31	Permanente vorming Psychoannalytische Therapie met volwassenen vanuit Freudiaans-Lacaniaans perspectief
31	Permanente vorming Psychodiagnostiek volwassenen
31	Permanente Vorming Psychodiagnostiek voor Volwassenen (PEV)
31	Permanente vorming Psychosociale rehabilitatie
91	Permanente vorming radiologie
91	Permanente vorming Radioprotectie (basisprogramma + additioneel)
91	Permanente vorming radioprotectie (basisprogramma) en nucleaire geneeskunde en radiotherapie (additioneel)
91	Permanente vorming radioprotectie (basisprogramma), nucleaire geneeskunde en radiotherapie (additioneel)
91	Permanente vorming Radioprotectie, radiotherapie en nucleaire geneeskunde
91	Permanente vorming referentieperiode pijn
91	Permanente vorming referentiepersoon pijn 
91	Permanente vorming referentieverpleegkunde radioprotectie, radiotherapie en nucleaire geneeskunde
91	Permanente vorming referentieverpleegkunde wondzorg 
91	permanente vorming referentieverpleegkundige continentie
91	permanente vorming referentieverpleegkundige in de mondzorg
91	Permanente vorming referentieverpleegkundige in de wondzorg
91	Permanente vorming Referentieverpleegkundige wondzorg
91	Permanente vorming 'Referentieverpleegkundige Wondzorg'
91	Permanente vorming Refertieverpleegkundige Pijn
91	Permanente vorming respiratoire kinesitherapie
91	Permanente vorming revalidatie
91	Permanente vorming Revalidatie Multidisciplinair
91	Permanente vorming Sociale en Geestelijke gezondheidszorg. Module 1: verslavingszorg, who cares ?
3	Permanente vorming stagementor
91	Permanente vorming stagementor verpleegkunde/vroedkunde 
91	Permanente vorming stralingsprotectie
91	Permanente vorming tabakologie en rookstopbegeleiding
91	Permanente vorming Tilcoach
91	Permanente vorming verpleegkundig pijnconsulent 1ste jaar
91	Permanente vorming verpleegkundig pijnconsulent 2de jaar
91	Permanente vorming verpleegkundig pijnspecialist
91	Permanente vorming verpleegkundig pijnspecialist 1ste jaar
91	Permanente vorming verpleegkundig pijnspecialist 2de jaar. 
91	Permanente vorming verpleegkundig pijnspecialist 2e jaar
91	Permanente vorming Voeding aan het jonge kind en de adolescent
91	Permanente vorming voeding en pediatrie
91	Permanente vorming voeding van het jonge kind en de adolescent
91	Permanente vorming voeding voor het jonge kind en de adolescent
91	Permanente vorming voedingszorg-deskundige
41	Permanente vorming voor leiding gevenden (Leaders Fora, DIL, culture, ...).
41	Permanente vorming voor leidinggevenden 1e jaar
41	Permanente Vorming voor Leidinggevenden 2de jaar
41	Permanente vorming voor leidinggevenden 2e jaar
104	Permanente vorming voor vrachtwagenbestuurders in het kader van de verplichte nascholing vakbekwaamheid
92	Permanente vorming welzijn op het werk: basismodule
91	Permanente vorming: cardiologische verpleegkunde
91	permanente vorming: gespecialisserde toegepaste farmcologie voor Vroedvrouwen
91	Permanente vorming: overgangsbepalingen inzake bijzondere beroepstitel in de pediatrie en de neonatologie
91	Permanente vorming: overgangsbepalingen inzake bijzondere beroepstitel in de pediatrie en neonatologie
91	Permanente vorming: Overgangsmaatregelen Beroepstitel peri-operatieve zorg
91	Permanente vorming: pijn
91	Permanente vorming: spontane ademhaling en beademing, intensieve respiratoire zorg (8-daagse)
91	Permanente vorming: stralingsprotectie
91	Permanente vormingen psychiatrie : vorming 2 : psychosociale rehabilitatie ism LUCAS
91	Permanente vormingen psychiatrie : vorming 3 : middenafhankelijkheid maatschappelijk bekeken
91	Permanente vormingen psychiatrie: taal en relatie in de zorg
72	Persbedienaar continupers
101	Personal trainer
41	personeelsadministratie
41	Personeelsbeleid in al zijn facetten
41	personeelsmanagement
41	Personeelsproblematiek arbeiders
42	Personeelswerk: Project Verticalisering: Arbeidsrecht voor bedienden
70	Personnel de maintenance
101	persoonlijke diensten
3	PERSOONLIJKE EFFECTIVITEIT
3	PERSOONLIJKE EFFECTIVITEIT - 40 u
3	Persoonlijke effectiviteit - 56 u
3	persoonlijke vaardigheden en ontwikkeling
92	persoonlijke zorg voor volwassenen
91	Persoons- en belevingsgerichte zorgverlening
3	peter- en meterschap
3	peter- en meterschap op de werkvloer
3	peter/meterschap
3	Peterschapsopleiding 1 voll d
3	Peterschapsopleiding 1 volledige dag
3	Peterschapsopleiding 1d
71	petrochemische verwerking
31	PEV psycho-oncologie
91	PEV Seksuologie
91	Pflegehelfer - Zuzatsmodul
51	PG Forensisch Onderzoek
51	PG 'Forensisch Onderzoek'
91	PG Geestelijke gezondheidszorg en psychiatrie
91	PG Peri-operatieve anesthesie - OK anesthesieverpleegkundigen
91	PG Peri-operatieve Anesthesie - OK en Anesthesieverpleegkundigen
91	PG 'Peri-operatieve Anesthesie-OK Anesthesieverpleegkundigen'
41	PgMP®: Program Management Fundamentals
91	Pharmacologie appliquée spécialisée à la grossesse et la périnatalité
91	Pharmacologie pour les sages-femmes
91	Pharmacologie spéciale pour acquisition du droit de prescription pour les sages-femmes
71	Phoenix contact
71	Phoenix Contact PLC
71	Phoenix PLC - Basis
71	Phoenix PLC - Gevorderd
71	PHOENIX PLC 40
71	Photonics (EM)
71	Photonics Engineering
61	Photoshop
61	PHP - Perfectionnement
52	Physical Land Resources
53	Physics
53	Physics and Astronomy
53	Physique et technologie du vide
41	PI1 – professioneel inkopen – van analyse tot inkoop – actieplan
41	PI2-strategisch inkopen
21	Pianostemmer en -hersteller
101	PICK EN GO KITSPICKERS
101	Pick en Go kitspickers (32u)
101	Pick en GO VCE (40u)
70	PICKERS A35
70	PICKERS A35 : PICKERS MEZZANINE
70	PICKING A47 (GEVAARLIJKE GOEDEREN)
61	PIC-PC cursus
91	Pijn bij kinderen
73	pijpfitten
104	piloot
20	Piloter un centre culturel
41	PIMS opleiding HRBP's.
71	PISTOOL REPAIR
72	Pistoolspuiter- speciale technieken
61	PL / SQL sur Oracle (Procedural Language / Structured Query L
71	Plaatbewerker
71	Plaatbewerker & opmeter
71	plaatbewerking
71	Plaatlasser
73	Plaatsen van daktuinen
73	Plaatsen van daktuinen 1 volledige dag
73	Plaatsen van daktuinen 1d
73	Plaatsen van glas
73	Plaatsen van marmer
52	Plaatsen van rietvelden 1 volledige dag
73	Plaatsen van tuinverlichting 2 volledige dagen
73	Plaatser van Kokers en Kanalen
71	Plaatwerk
71	Plaatwerk / Plaatslagen / Pistoolschilderen
71	Plaatwerker
73	Plafonneur
73	Plan lezen en uitzetten
73	Plan lezen en uitzetten 2 voll d
73	Plan lezen en uitzetten 2 volledige dagen
73	Plan lezen en uitzetten van plangegevens 2d
73	Planlezen
73	Planlezen en uitzetten
61	Planner-werkvoorbereiding / IT (Bedrijfsinterne opleiding bij Beliworks)
80	Planten van bomen, vaste planten, rozen en heesters
80	Planten van bomen, vaste planten, rozen en heesters 2 volledige dagen
80	Plantenkennis in de sierteelt
21	Plantin Genootschap
51	plantkunde
71	PLASMA SNIJDEN
71	Plasmatron
71	Plasmatron expert
72	plasticproductie
73	Platte daken
71	PLC +Geysen + 17/0531
71	PLC gevorderden
71	PLC inleiding en gebruikerscursus: herwerkt programma
71	PLC technieker
71	PLC TIA portal
71	PLC voor onderhoudstechnicus-modulair
71	PLC-opleidingen siemens S5/S7, Omron, Allen Bradley, Human machine interface
71	PLC-opleidingen siemens S5/S7, Omron, Allen Bradley, Telemecanique, Operating panels
73	Pleintre-tapissier
73	pleisteren
70	Pliage
70	Pliage de la tôle
70	Plieuse
41	PLOEGBAAS KWALITEIT
70	Plombier-zingueur
70	PLOOIEN - 116
71	PLS-S5
81	pluimveehouderij
84	Pluimveeziekten en medicijnen 1d
92	Plus 50 aan het werk
41	PM Internal competence Development and knowlegde sharing
41	PM training Path (welcome pmtp ...)
41	PMI-PBA® : Business Analysis, value and Requirement Management
41	PMP® : Project Management Fundamentals: The PMI® Framework
71	PNEUMATICA-BASIS
71	Pneumatique
71	Pneumatique - Initiation
71	Pneumatique de base
91	Pneumologica
91	Pneumologique
21	podiums ontwerpen
21	Podiumtechnicus
21	Podiumtechnicus beeld
91	Podologie
91	Podotherapie
71	poederlakken in de metaalsector
71	Poederlakken in de metaalsector - beroepsopleiding
71	POEDERSPUITER
101	poetsen
102	Poetsen in een thuisomgeving
102	Poetsen in instellingen
102	Poetsen in thuisomgeving
102	POETSER - 117u
102	Poetshulp
72	Poinçonnage
72	POLIERDER
72	POLIERDER - 117U
72	POLIEREN
31	Politieke communicatie
31	politieke economie
31	Politieke en sociale wetenschappen
31	politieke geschiedenis
31	politieke wetenschappen
31	politieke wetenschappen en maatschappijleer
31	Politieke wetenschappen en sociologie
103	politiestudies
103	politiewerk
41	Politique de rémunération - Expression et communication - Revenus et fiscalité
73	Poluvalente wegenbouwarbeiders
72	Polyesterbewerker
72	Polyethyleennetwerken
71	Polyvalent lasser
72	Polyvalent machinebedienaar in de glassector
72	Polyvalent magazijnmedewerker
70	Polyvalent onderhoudsmedewerker gebouwen
41	Polyvalente opleiding van eerstelijnsverantwoordelijken
61	PolyWorks Inspector
71	Pompen
71	Pompen en afdichtingen
71	Pompes
71	Pompes : pannes, diagnostic et maintenance
71	Pont Poiré
71	Pontier
71	Pontier cabine
71	Pontier Elingueur
73	Pool Box 1 (120 u)
73	Pool Box 2 (120 u)
23	Pools richtgraad 1
23	Pools richtgraad 2
21	Pop- en rockmuziek
21	Poppenaankleedster
3	Porbleem oplossend denken 1d
3	Porgress 1
41	Porjectmanagement
31	Port Economies and Business
91	Portage physiologique du nouveau-né
91	Portfoliovervolmakingspakket BBK GGZ periode november - februari 2013-2014
103	Portier receptionist
23	Portugais
23	Portugees richtgraad 1
23	Portugees richtgraad 2
23	Portugees richtgraad 4
23	Portugees voor beginners
31	Positieve Psychologie
71	Positionnement avec moteurs a pas et moteurs asservis
31	Post graduaat Supported employment coach
71	Postacademische opleiding offshore windenergie
48	Post-academische vorming Sociaal Recht
91	Postbgraduaat gezondheidsrecht en gezondheidsethiek
104	posterijen
91	Postgradauaat geestelijke gezondheiszorg en psychiatrie
91	Postgradauat pre-conceptionele zorg 
91	Postgraduaat  in de palliatieve zorg
92	Postgraduaat : verantwoordelijke in de kinderopvang
31	Postgraduaat ‘Psychotherapie jeugd en context’ – 2de cyclus – 3de jaar
31	Postgraduaat ‘psychotherapie jeugd en context’ – 3de cyclus – jaar 1 
41	Postgraduaat accounting & controlling
91	Postgraduaat Acupuntuur
11	Postgraduaat adventure education - ervaringsleren in buitenactiviteiten
11	Postgraduaat adventure education - ervaringsleven in buitenactiviteiten
11	Postgraduaat adventure education, ervaringsleren en buitenactiviteiten
11	Postgraduaat Adventure Education, ervaringsleren in buitenactiviteiten
102	Postgraduaat adviseur gevaarlijke stoffen
92	Postgraduaat ambulant werken in en met opvoedingssituaties
91	Postgraduaat Anesthesieverpleegkunde
84	Postgraduaat Animal Rehab Assistant Sports Coaching (Equine)
92	Postgraduaat atisme spectrum stoornissen (ASS)- 2e jaar
92	Postgraduaat Auti-coach
92	Postgraduaat autisme
92	Postgraduaat autisme en (rand)normale begaafdheid, een bijzondere aanpak
92	Postgraduaat autisme en (rand)normale begaafdheid. Een bijzondere aanpak
92	Postgraduaat Autisme Spectrum Stoornissen (ASS)
92	Postgraduaat Autisme, een methodische benadering
92	Postgraduaat autismespectrumstoornissen (1ste jaar van 2-jarige opleiding) 
92	Postgraduaat auto-coach
41	Postgraduaat bedrijfsmanagement
92	Postgraduaat bemiddeling in sociale zaken en in familiale zaken
92	Postgraduaat Bemiddeling met als specialisatiemogelijkheden Familiaal Bemiddelaar en Bemiddelaar in Bestuurszaken
91	Postgraduaat bijzondere beroepestitel verpleegkundige in de stomazorg, wondzorg en het weefselherstel 
91	Postgraduaat bijzondere beroepsbekwaamheid verpleegkundige in de wondzorg 
91	Postgraduaat bijzondere beroepsbekwaamheid verpleegkundige in de wondzorg en de stomatherapie 
71	Postgraduaat bio-ecologisch bouwen en wonen
73	Postgraduaat bouwmanagement
41	Postgraduaat Business Event management
21	Postgraduaat C.R.E.A. - tainment
21	Postgraduaat C.R.E.A. -tainment
21	Postgraduaat C.R.E.A.-tainment
41	Postgraduaat Casemanagement in de eerste lijn
91	Postgraduaat Chinese Gezondheidszorg (Hogeschool West Vlaanderen HOWEST, associatie Universiteit Gent)
92	Postgraduaat client-centered spelcounseling
31	Postgraduaat Coaching, supervisie en teambegeleiding
91	Postgraduaat contextuele therapie
21	Postgraduaat creatives moves
41	Postgraduaat cross-functional customs management
41	Postgraduaat CSA Management
92	Postgraduaat cultuurbemiddeling
92	Postgraduaat Cultuurmanagement
102	Postgraduaat de ergotherapeut komt thuis
91	Postgraduaat Deskundige NAH (niet-aangeboren hersenletsel)
91	Postgraduaat Diabetes educator
91	Postgraduaat diabeteseducator
11	Postgraduaat didactiek Nederlands aan anderstaligen (DNaA)
11	Postgraduaat didactiek Nederlands voor anderstaligen (~ VG-004-15, BO 1 jaar)
92	Postgraduaat dieren in de hulpverlening
41	Postgraduaat Digital Business
32	Postgraduaat digital content journalism
41	Postgraduaat Digital Marketing
41	Postgraduaat Douane & Accijnzen I en II
41	Postgraduaat douane en accijnzen
91	Postgraduaat dysfagie
31	Postgraduaat educatieve benadering van mensen met autismespectrumstoornissen 
91	Postgraduaat eerstelijnsgezondheidszorg (vroegere benaming: postgraduaat thuisgezondheidszorg)
91	Postgraduaat en Navorming Palliatieve zorg voor verpleegkundigen
91	Postgraduaat en Navorming Palliatieve zorgen voor verpleegkundigen
91	Postgraduaat Endoscopieverpleegkundige
52	Postgraduaat Energiecoördinator
52	Postgraduaat energy efficiency management
92	Postgraduaat Equicoach
92	Postgraduaat Equicoaching
92	Postgraduaat Equicoaching Level 1
61	postgraduaat ERP (SAP)
92	Postgraduaat Ervaringsleren in groepen met uitdagende en buitenactiviteiten (Wilderness and adventure therapy)
92	Postgraduaat Fertiliteitscounsellor
92	Postgraduaat Fertiliteitscounselor
41	Postgraduaat financieel management 
41	Postgraduaat fiscale wetenschappen (2 jaar)
41	Postgraduaat Fiscale wetenschappen I en II
41	Postgraduaat fiscaliteit
41	Postgraduaat fiscaliteit in avondonderwijs
51	Postgraduaat Forensisch onderzoek
91	Postgraduaat forensische psychodiagnostiek en counseling
73	Postgraduaat gebouwbeheer
91	Postgraduaat geestelijke gezondheidszorg
91	Postgraduaat Geestelijke Gezondheidszorg en Psychiatrie
91	Postgraduaat geestelijke gezondheidszorg en psychiatrie M1-M2-M3
91	Postgraduaat geriatrie en neonatologie 
91	Postgraduaat geriatrische verpleegkunde
92	Postgraduaat Handelingsgericht werken met gezinnen rond opvoeding en gedrag
92	Postgraduaat handelsgericht werken met gezinnen rond opvoeding en gedrag
91	Postgraduaat Hartfalen
91	Postgraduaat Hippotherapie
91	Postgraduaat hippotherapie, therapie met de assistentie van paarden
41	Postgraduaat HR (2 jaar)
41	Postgraduaat HR I en II
41	postgraduaat human recources (2 jaar)
41	Postgraduaat Human Resources Management
31	Postgraduaat in d Psychodynamische kinderpsychotherapie
31	Postgraduaat in de Cliëntgerichte psychotherapie:volwassenen
91	Postgraduaat in de epidemiologie
31	Postgraduaat in de gedragstherapie (volwassenen)
31	Postgraduaat in de gedragstherapie bij volwassenen
91	Postgraduaat in de geestelijke gezondheidszorg en psychiatrie - module 3
91	Postgraduaat in de geestelijke gezondheidszorg en psychiatrie module 4
91	Postgraduaat in de Oncologische zorg
91	Postgraduaat in de operatiezaalverpleegkunde
91	Postgraduaat in de operatiezaalverpleegkundige 
91	Postgraduaat in de palliatieve zorg
102	Postgraduaat in de preventieadviseur
31	Postgraduaat in de psychoanalytische psychotherapie
31	Postgraduaat in de psychoanalytische pychotherapie
31	Postgraduaat in de psychodynamische kinderpsychotherapie
92	Postgraduaat in de relatie, gezins- en systeempsychotherapie
92	Postgraduaat in de Relatie-, Gezins- en Systeemtherapie
91	Postgraduaat in de Zorgtechnologie
11	Postgraduaat Inspererend Coachen
11	Postgraduaat inspirerend coachen
73	Postgraduaat integraal en innovatief duurzaam (ver)bouwen
61	Postgraduaat integrale benadering van mobiele applicatieontwikkeling
31	Postgraduaat Intercultureel werken en coachen
92	Postgraduaat interdisciplinair postgraduaat in de ouderenzorg 
91	Postgraduaat Interdisciplinaire Geestelijke Gezondheidszorg
103	Postgraduaat International Forensic Science and Policing
61	Postgraduaat IT Organisatie & management
41	Postgraduaat Kennismanagement 3,0
91	Postgraduaat lactatiekunde
41	Postgraduaat lean six sigma black belt
92	Postgraduaat leerstoornissen
92	Postgraduaat Leiderschap in Zorg
61	Postgraduaat logistieke informatiesystemen
41	Postgraduaat Management in de non-profit
91	Postgraduaat manuele therapie
91	Postgraduaat Massage- en bewegingsleer
91	Postgraduaat Massage-en bewegingsleer
91	Postgraduaat Menopauzeconsulent
92	Postgraduaat Methodische (be)handelingsconcepten bij leer en ontwikkelingsproblemen
92	Postgraduaat methodische behandelingsconcepten bij leer- en ontwikkelingsproblemen
52	Postgraduaat Milieucoördinator niveau A
92	Postgraduaat mindfullness
92	Postgraduaat mindfullness. Toepassing in de gezondheidszorg en de welzijnssector (1e jaar van een tweejarige opleiding)
92	Postgraduaat mindfullness. Toepassingen in de gezondheidssector en de welzijnssector
92	Postgraduaat mindfullness. Toepassingen in de gezondheidszorg en de welzijnssector
92	Postgraduaat mindfullness. Toepassingen in de gezondheidszorg en de welzijnssector (2e jaar van een tweejarige opleiding)
92	Postgraduaat Mindfulness
92	Postgraduaat mindfulness. Toepassingen in de gezondheidssector en de welzijnssector
92	Postgraduaat mindfulness. Toepassingen in de gezondheidszorg en de welzijnssector
92	Postgraduaat mindfulness. Toepassingen in de gezondheidszorg en de welzijnssector (1ste jaar van 2-jarige opleiding ) 
92	Postgraduaat Mindfulness. Toepassingen in de gezondheidszorg en de welzijnssector (2de jaar van een tweejarige opleiding)
91	Postgraduaat neurogene communicatiestoornissen
91	Postgraduaat neurologische taal – en spraakstoornissen (NTSS)
91	Postgraduaat neurologische taal- en spraakstoornissen (NTSS)
91	Postgraduaat neurologische taal-en spraakstoornissen
91	Postgraduaat niet confessionele zedenleer voor het basisonderwijs 
91	Postgraduaat Niet-aangeboren hersenafwijkingen
22	Postgraduaat niet-confessionele zedenleer
22	Postgraduaat niet-confessionele zedenleer voor het basisonderwijs
41	Postgraduaat notarieel boekhouden
41	Postgraduaat Notariële praktijk
92	Postgraduaat omgaan met kinderen en jongeren met autismespectrumstoornis
92	Postgraduaat omgaan met kinderen en jongeren met een psychische problematiek
91	Postgraduaat oncologiche gezondheidszorg
91	Postgraduaat oncologie
91	Postgraduaat Oncologische diëtetiek
91	Postgraduaat Oncologische Zorg
91	Postgraduaat Oncologische zorg - basismodule
91	Postgraduaat oncologische zorg - verdiepingsmodule solide tumoren
91	postgraduaat oncologische zorg : voltijds traject - basismodule - verdiepingsmodule
91	Postgraduaat Oncologische zorg: voltijds traject Postgraduaat Oncologische zorg: basismodule Postgraduaat Oncologische zorg: verdiepingsmodule
90	Postgraduaat online hulp voor welzijn en gezondheid
90	postgraduaat onlinehulp voor welzijn en gezondheid
92	Postgraduaat Open Jeugdwerk
31	Postgraduaat openbare besturen
91	Postgraduaat operatieverpleegkunde
91	Postgraduaat Operatiezaalverpleegkundige
91	Postgraduaat opleiding desinfectie en sterillisatietechnieken
31	Postgraduaat Opleiding Psychotherapie - jeugd en context
31	Postgraduaat Opleiding Psychotherapie - optie volwassenen
31	Postgraduaat opleiding Psychotherapie voor volwassenen CYCLUS 5 (2016-2020)
31	Postgraduaat Opleiding Psychotherapie-jeugden context
91	Postgraduaat oriëntatie- en mobiliteitsinstructeur voor blinden en slechtzienden
92	Postgraduaat ouderenzorg
92	postgraduaat ouderenzorg (2-jarige opleiding)
92	Postgraduaat ouderenzorg module A1
92	Postgraduaat ouderenzorg module A3
91	Postgraduaat palliatieve zorg
91	Postgraduaat palliatieve zorg voor verpleegkundigen
91	Postgraduaat palliatieve zorg voor verpleegkundigen en navorming palliatieve zorg voor verpleegkundigen : basis of verdieping
91	Postgraduaat Palliatieve zorgen
91	Postgraduaat Pediatrie - Neonatologie
91	Postgraduaat pediatrie en neonatalogie
91	Postgraduaat Pediatrie en neonatologie
91	postgraduaat pediatrie/neonatologie
91	Postgraduaat Pediatrische en neonatale gezondheidszorg
41	Postgraduaat Peer Support Coach
91	Postgraduaat Perie-operatie Anesthesie - OK Anesthesieverpleegkundigen
91	Postgraduaat Peri-operatieve Anesthesie - OK Anesthesieverpleegkundigen
91	Postgraduaat Peri-operatieve zorg
91	Postgraduaat Preconceptionele Zorg
91	Postgraduaat Préconceptionele zorg
92	Postgraduaat Professional Ouderenwelzijn
41	Postgraduaat professionele coach
41	Postgraduaat projectmanagement
91	Postgraduaat Psychiatrie en Geestelijke gezondheidszorg
91	Postgraduaat psychiatrie M1+M2
31	Postgraduaat psychodiagnostiek
31	Postgraduaat psychotherapie jeugd en context
31	Postgraduaat Psychotherapie jeugd en context - 3de cyclus - jaar 4
31	Postgraduaat psychotherapie jeugd en context - 3e cyclus - jaar 2
31	Postgraduaat psychotherapie jeugd en context - 3e cyclus - jaar 3
31	Postgraduaat Psychotherapie jeugd en context - 4de cyclus - jaar 2
31	Postgraduaat psychotherapie jeugd en context - 4e cyclus - jaar 1
31	Postgraduaat psychotherapie jeugd en context, 3e cyclus, jaar 2
31	Postgraduaat psychotherapie voor volwassenen cyclus 1- vierde jaar 
31	Postgraduaat psychotherapie voor volwassenen cyclus 2 – 2de jaar 
31	Postgraduaat psychotherapie voor volwassenen cyclus 3, eerste jaar
31	Postgraduaat Psychotherapie voor volwassenen Cyclus 4, eerste jaar
31	Postgraduaat psychotherapie voor volwassenen, cyclus 2, derde jaar
41	Postgraduaat publiek en sociaal profit management
91	Postgraduaat Radiotherapie
102	Postgraduaat Rampenmanagement
91	Postgraduaat Referente Palliatieve Zorg
22	Postgraduaat referentiepersoon ethiek
91	Postgraduaat Referentiepersoon Palliatieve Zorg
91	Postgraduaat reflexologie
92	Postgraduaat seksuologische hulpverlening
92	Postgraduaat Sociaal netwerker
92	Postgraduaat sociale gezondheidszorg
41	Postgraduaat strategsich facilitiy management 
41	Postgraduaat supervisie intervisie coaching
41	Postgraduaat Supported Employment coach
92	Postgraduaat systeemcounseling
92	Postgraduaat systemische counseling
41	postgraduaat Taks en Accountancy Management
23	Postgraduaat talentontwikkeling
51	Postgraduaat uitsnijden voor laboratoriumtechnologen
40	Postgraduaat vastgoed
42	Postgraduaat venootschapsrecht
48	Postgraduaat vermogens- en successieplanning
91	Postgraduaat verpleegkunde gespecialiseerd in de palliatieve zorg
91	Postgraduaat Verpleegkundige gespecialiseerd in de geestelijke gezondheidszorg en psychiatrie
91	Postgraduaat verpleegkundige gespecialiseerd in de oncologie 
91	Postgraduaat verpleegkundige gespecialiseerd in de orthopedische zorg
91	Postgraduaat verpleegkundige gespecialiseerd in de palliatieve zorg
91	Postgraduaat verpleegkundige gespecialiseerd in de stomatherapie, de wondverzorging en en het weefselherstel
91	Postgraduaat verpleegkundige gespecialiseerd in de stomatherapie, de wondverzorging en het weefselherstel 
91	postgraduaat verpleegkundige gespecialiseerd in de stomatherapie, de wondzorging en het weefselherstel
91	Postgraduaat verpleegkundige gespecialiseerd in Geestelijke Gezondheidszorg en Psychiatrie
91	Postgraduaat Verpleegkundige in de huisartspraktijk
91	Postgraduaat verpleegkundige in de wondzorg
91	Postgraduaat verpleegkundige in de wondzorg, de stomatherapie en het weefselherstel
91	Postgraduaat verpleegkundige met bijzondere deskundigheid in de wondverzorging
91	postgraduaat verpleegkundige met bijzondere deskundigheid in de wondzorg
92	Postgraduaat verpleegkundige ouderenzorg
91	Postgraduaat verpleegkunige in de palliatieve zorg
91	Postgraduaat verpleekundige in de huisartspraktijk
91	Postgraduaat verpleekundige met bijzondere deskundigheid in de wondzorging
91	Postgraduaat voeding en oncologie
91	Postgraduaat voeding en oncologie (postgraduaat oncodiëtetiek)
91	Postgraduaat vroegdetectie en vroegbegeleiding
92	Postgraduaat werken met de context
91	Postgraduaat wondzorg 
91	Postgraduaat Wondzorg 20STP
91	Postgraduaat Wondzorg 30STP
91	Postgraduaat Wondzorg 60stp (2 academiejaren)
92	postgraduaat/posthogeschoolvorming ‘ouderenzorg’ 
91	Postgraduaat/posthogeschoolvorming verpleegkunde/vroedkunde en andere culturen
92	Postgraduaat: verantwoordelijke in de kinderopvang
11	postgraduaatopleiding cultuureducator
31	Postgraduaatopleiding in de psychotherapie
90	Postgraduaatopleiding mindfulness
90	Postgraduaatopleiding mindfulness. Toepassingen in de gezondheidszorg en de welzijnssector
91	Postgraduaatopleiding pediatrische revalidatie bij neurologische aandoeningen
102	Postgraduaatopleiding rampenmanagement
40	Postgraduaatopleiding vastgoed
91	Postgraduaatsopleiding in het kader van het behalen van de bijzondere beroepstitel verpleegkundige gespcialiseerd in de pediatrie en neonatologie
41	Postgraduaatsopleiding Innoverend Ondernemen
61	Postgraduaatsopleiding Internet of Things
91	Postgraduaatsopleiding Klinisch redeneren dat in aanmerking komt als opleiding voor het behoud van de bijzondere beroepstitel Verpleegkundige gespecialiseerd in de intensieve zorg en spoedgevallenzorg
91	Postgraduaatsopleiding pediartische revalidatie bij neurologische aandoeningen
91	Postgraduaatsopleiding pediatrische revalidatie bij neurologische aandoeningen
